vendor_name,Category,Location,Price Tier,Price (LKR),Rating (out of 5),Experience (Years),Weddings Completed,Response Time (Hours),Verified,Number of Packages,Social Media Followers,Repeat Client Rate,Recommended
Blossom Bake Studio,Wedding Cakes,Mullaitivu,Mid-Range,47700,4.6,5,80,13.0,Yes,2,24753,0.41,Yes
Crystal Car Hire,Wedding Cars,Gampaha,Mid-Range,21700,3.6,7,63,16.5,Yes,5,2073,0.32,No
The Heritage Hall Lanka,Venues,Anuradhapura,Mid-Range,157200,4.4,16,288,17.3,Yes,4,2575,0.46,Yes
Delight Cakes Lanka,Wedding Cakes,Kurunegala,Mid-Range,41500,3.7,14,154,12.3,Yes,4,24675,0.37,Yes
Viceroy Motors Lanka,Wedding Cars,Gampaha,Budget,18900,2.4,16,250,32.0,No,2,5445,0.05,No
Malini Catering Services,Catering,Colombo,Budget,178400,3.1,13,221,28.9,Yes,2,8690,0.17,No
Regal Bridal Lanka,Attire & Beauty,Galle,Budget,42100,3.3,15,150,10.2,Yes,1,6353,0.17,Yes
Sandun Photography,Photographers,Anuradhapura,Mid-Range,132400,4.1,18,342,22.5,Yes,2,7269,0.35,Yes
Sandali Beauty Studio,Attire & Beauty,Galle,Mid-Range,98600,3.5,18,180,10.6,No,5,6568,0.27,No
Thisara Bridal House,Attire & Beauty,Galle,Mid-Range,80300,4.2,11,165,20.2,No,3,13493,0.46,Yes
Sandagiri Venue Lanka,Venues,Matara,Budget,72000,3.2,16,240,20.3,No,1,5846,0.28,No
Bespoke Invites Lanka,Wedding Invitations,Gampaha,Premium,138900,3.5,18,270,2.0,Yes,4,57257,0.23,Yes
Amali Makeup Studio,Attire & Beauty,Gampaha,Mid-Range,115900,4.4,8,152,19.1,Yes,5,34788,0.41,Yes
Dewmi Bridal Couture,Attire & Beauty,Kurunegala,Budget,28300,4.0,7,126,8.5,Yes,3,7024,0.36,Yes
Pearl Glow Beauty,Attire & Beauty,Kalutara,Budget,32200,3.2,6,114,19.5,No,2,4814,0.17,No
Sithara Bridal Studio,Attire & Beauty,Kegalle,Mid-Range,62800,3.8,1,14,6.8,No,5,3329,0.35,Yes
Golden Palm Venue,Venues,Ratnapura,Mid-Range,308600,3.7,13,104,18.1,Yes,3,15867,0.23,Yes
Graceful Rides Lanka,Wedding Cars,Colombo,Budget,10300,3.6,17,250,6.5,Yes,3,1418,0.38,Yes
Malisha Cake Designs,Wedding Cakes,Anuradhapura,Mid-Range,71000,3.6,10,170,4.8,Yes,5,4610,0.22,Yes
Sundara Cake Studio,Wedding Cakes,Gampaha,Mid-Range,44800,4.3,12,108,17.9,Yes,3,32778,0.35,No
Premasiri Catering,Catering,Kandy,Budget,138200,3.4,8,200,8.2,No,3,7762,0.25,No
Elite Fleet Lanka,Wedding Cars,Kandy,Budget,11900,2.6,10,180,29.6,No,2,332,0.15,No
Cinnamon Gardens Hall,Venues,Badulla,Mid-Range,249600,4.1,16,272,3.7,Yes,4,5120,0.38,Yes
Melody Makers Lanka,Entertainment,Colombo,Mid-Range,121200,4.1,6,90,16.0,Yes,5,2476,0.41,Yes
Suyama Car Services,Wedding Cars,Matara,Mid-Range,26800,3.0,6,72,7.9,Yes,3,19644,0.13,No
Bridal Fleet Lanka,Wedding Cars,Kalutara,Mid-Range,52900,4.0,10,110,23.2,Yes,4,15591,0.3,Yes
Pearl Auto Lanka,Wedding Cars,Kandy,Mid-Range,28300,4.2,18,180,23.2,Yes,3,34325,0.46,Yes
Ayomi Bridal Boutique,Attire & Beauty,Colombo,Premium,218600,4.3,14,182,3.4,Yes,4,95368,0.35,Yes
Lotus Flower Decorators,Decorators,Gampaha,Premium,641700,4.1,12,240,5.9,Yes,3,100000,0.35,Yes
Royal Icing Lanka,Wedding Cakes,Puttalam,Mid-Range,55000,4.5,11,275,7.0,Yes,5,12601,0.51,Yes
Sweet Creations Lanka,Wedding Cakes,Colombo,Mid-Range,76700,3.5,18,252,22.4,Yes,2,20572,0.27,Yes
Kantha Print Lanka,Wedding Invitations,Badulla,Mid-Range,29200,4.8,18,198,1.6,No,4,9938,0.44,Yes
Silk & Grace Atelier,Attire & Beauty,Colombo,Premium,247000,4.0,7,147,2.6,Yes,5,100000,0.3,Yes
Luxury Rides Lanka,Wedding Cars,Kandy,Mid-Range,56200,4.4,16,208,1.3,No,2,14381,0.4,Yes
Bloom & Write Lanka,Wedding Invitations,Jaffna,Premium,129800,5.0,11,154,5.4,Yes,5,69090,0.49,Yes
Vivid Moments Lanka,Photographers,Colombo,Budget,39000,2.5,8,104,7.8,No,2,3673,0.09,No
Live Beat Productions,Entertainment,Badulla,Mid-Range,83900,4.1,15,240,19.7,No,2,22293,0.46,Yes
Artisan Cards Lanka,Wedding Invitations,Anuradhapura,Budget,4300,3.0,8,96,21.3,Yes,1,7388,0.2,No
Chamara Beauty Studio,Attire & Beauty,Badulla,Budget,35700,4.0,15,180,9.9,No,3,7687,0.39,Yes
Bake House Colombo,Wedding Cakes,Colombo,Premium,248300,4.8,9,99,4.7,Yes,5,70508,0.49,Yes
Enchanted Events Lanka,Decorators,Colombo,Premium,468500,5.0,12,300,0.5,Yes,3,32038,0.52,Yes
Radiant Decor Studio,Decorators,Kalutara,Premium,876300,4.7,4,40,5.6,Yes,5,75715,0.46,Yes
Paper & Petals Lanka,Wedding Invitations,Nuwara Eliya,Premium,67800,4.2,1,13,4.6,Yes,5,38241,0.46,Yes
Radiant Bride Lanka,Attire & Beauty,Negombo,Budget,46800,3.8,4,100,13.1,No,3,3026,0.35,No
Serenade Entertainment,Entertainment,Anuradhapura,Premium,385300,5.0,11,132,3.5,Yes,4,14486,0.55,Yes
Sugared Bliss Cakes,Wedding Cakes,Kurunegala,Mid-Range,53600,4.5,7,84,1.0,Yes,3,10141,0.49,Yes
Moments by Kasun,Photographers,Gampaha,Budget,32100,4.7,15,250,7.4,No,2,10491,0.44,Yes
The Cake Studio Lanka,Wedding Cakes,Matale,Mid-Range,34900,4.5,10,240,4.1,Yes,2,24999,0.46,Yes
Ink & Ivory Invitations,Wedding Invitations,Anuradhapura,Mid-Range,21000,3.3,12,132,6.6,Yes,2,8624,0.24,Yes
Chitra Stationery Studio,Wedding Invitations,Gampaha,Budget,7400,3.2,4,76,21.3,Yes,2,5791,0.15,No
Samitha Catering,Catering,Gampaha,Mid-Range,483200,4.4,4,96,17.6,Yes,3,25191,0.41,Yes
Royal Motor Weddings,Wedding Cars,Kandy,Premium,74100,3.9,11,132,2.7,Yes,5,100000,0.33,Yes
Nelum Catering Lanka,Catering,Kegalle,Budget,182500,3.9,14,196,11.7,Yes,2,3046,0.31,Yes
Classic Ceylon Cars,Wedding Cars,Colombo,Mid-Range,59000,2.8,17,374,10.2,Yes,4,8525,0.21,Yes
Anoma Catering House,Catering,Gampaha,Mid-Range,357200,3.9,4,88,15.9,Yes,4,29077,0.34,Yes
Ornate Invites Lanka,Wedding Invitations,Colombo,Premium,85600,4.5,12,192,4.1,Yes,4,100000,0.48,Yes
Nuwan Photography,Photographers,Colombo,Premium,413700,3.6,16,350,4.6,Yes,3,100000,0.28,Yes
The Manor Lanka,Venues,Kandy,Premium,1703900,4.5,12,288,6.6,Yes,3,30247,0.41,Yes
Harmony Events Lanka,Entertainment,Kurunegala,Premium,156900,4.7,10,110,2.8,Yes,6,77221,0.52,No
Nilmini Cake Designs,Wedding Cakes,Galle,Budget,24100,4.0,16,250,24.8,No,2,6820,0.45,Yes
Fondant Dreams Lanka,Wedding Cakes,Nuwara Eliya,Budget,22500,2.4,4,84,28.1,Yes,2,1484,0.04,No
Premium Wheels Lanka,Wedding Cars,Puttalam,Mid-Range,34000,3.2,13,208,6.5,Yes,5,24065,0.2,No
Crescendo Band Lanka,Entertainment,Gampaha,Mid-Range,122300,4.5,8,136,6.5,No,2,7366,0.52,Yes
Butter & Bloom Cakes,Wedding Cakes,Gampaha,Mid-Range,61800,4.5,9,153,9.2,No,5,39837,0.38,Yes
Nimali Design Studio,Wedding Invitations,Kegalle,Mid-Range,49800,3.4,5,90,4.7,Yes,3,20590,0.19,Yes
Blush Print Lanka,Wedding Invitations,Jaffna,Budget,3500,2.6,9,153,2.9,No,3,4264,0.09,No
Elegance Auto Lanka,Wedding Cars,Kurunegala,Premium,196000,4.7,1,12,3.4,Yes,3,63534,0.55,Yes
Lakeview Banquet Lanka,Venues,Gampaha,Premium,1446900,3.5,12,288,2.2,Yes,4,40945,0.34,Yes
Celebrate Cakes Lanka,Wedding Cakes,Kurunegala,Mid-Range,51000,4.3,5,105,4.5,Yes,3,7094,0.5,Yes
White Rose Limo Lanka,Wedding Cars,Gampaha,Premium,73400,3.7,3,27,5.1,Yes,4,68078,0.37,Yes
Prestige Cars Lanka,Wedding Cars,Galle,Mid-Range,23600,3.2,11,121,21.5,Yes,3,8222,0.25,No
Serenity Decorators,Decorators,Kalutara,Mid-Range,148400,4.0,16,304,7.3,Yes,4,18477,0.45,Yes
Mihiri Bridal Couture,Attire & Beauty,Kandy,Budget,23400,3.8,16,176,10.7,Yes,2,4624,0.39,No
Forever Frames Lanka,Photographers,Negombo,Mid-Range,122700,4.3,7,105,9.0,Yes,5,12309,0.36,Yes
Royal Script Invitations,Wedding Invitations,Anuradhapura,Mid-Range,26300,4.0,12,216,18.4,No,2,3931,0.36,Yes
Eden Stationery Lanka,Wedding Invitations,Kalutara,Mid-Range,25400,3.5,14,210,12.0,Yes,2,17868,0.27,Yes
Regal Gardens Lanka,Venues,Kalutara,Mid-Range,332700,3.5,3,48,7.9,Yes,3,23941,0.29,No
Thisari Cake Studio,Wedding Cakes,Vavuniya,Budget,14500,3.6,9,117,18.5,Yes,1,5952,0.31,No
Lens & Light Studio,Photographers,Negombo,Budget,39500,3.8,10,180,19.0,No,2,8625,0.4,Yes
Prism Photography Lanka,Photographers,Gampaha,Mid-Range,169300,3.5,17,204,18.5,Yes,2,21451,0.22,No
Ceylon Feast,Catering,Matara,Budget,183300,3.0,8,128,9.3,No,1,5382,0.22,No
Suwandha Catering,Catering,Badulla,Mid-Range,267600,3.6,9,135,0.7,Yes,4,10475,0.22,Yes
Jasmine Hall Lanka,Venues,Kurunegala,Budget,119700,3.4,4,64,32.7,Yes,3,5430,0.18,No
Gold Leaf Invitations,Wedding Invitations,Gampaha,Mid-Range,23300,3.4,13,130,4.5,Yes,4,9051,0.27,Yes
Sunset Venue Lanka,Venues,Badulla,Mid-Range,471400,3.9,18,144,18.7,Yes,2,21149,0.36,Yes
Ceylon Classic Car Hire,Wedding Cars,Negombo,Budget,19500,3.5,16,144,2.2,Yes,3,1457,0.23,Yes
Capture Ceylon,Photographers,Gampaha,Budget,55800,3.7,18,250,34.6,No,2,6093,0.27,No
Sapphire Decor Lanka,Decorators,Colombo,Mid-Range,100500,4.1,13,130,10.2,Yes,5,19840,0.32,Yes
Crown Motor Services,Wedding Cars,Gampaha,Premium,64900,3.8,9,216,1.0,Yes,3,57034,0.28,Yes
Rasa Catering,Catering,Jaffna,Budget,121600,3.4,13,117,25.1,Yes,1,7802,0.24,No
Grand Arrival Lanka,Wedding Cars,Badulla,Mid-Range,54100,4.1,9,72,17.6,Yes,3,8687,0.4,Yes
Thilini Beauty Salon,Attire & Beauty,Kandy,Mid-Range,131600,3.7,8,104,14.8,Yes,4,18498,0.24,Yes
Velvet Touch Cards Lanka,Wedding Invitations,Gampaha,Premium,56100,4.1,6,108,4.4,Yes,4,70561,0.31,Yes
Sterling Car Hire Lanka,Wedding Cars,Colombo,Premium,109000,4.9,11,231,4.4,Yes,4,82500,0.49,Yes
Flavours of Ceylon,Catering,Galle,Mid-Range,206200,2.9,9,180,15.2,Yes,4,19275,0.21,Yes
Dream Decor Creations,Decorators,Matara,Budget,44500,4.7,10,220,34.8,No,2,2194,0.43,Yes
Lakna Print Studio,Wedding Invitations,Matale,Premium,60200,4.8,1,9,4.8,Yes,4,17233,0.55,Yes
Elegant Tier Cakes,Wedding Cakes,Colombo,Budget,20900,3.2,11,110,29.6,No,1,4648,0.22,No
Thisara Visual Studio,Photographers,Polonnaruwa,Mid-Range,103100,4.7,15,225,4.4,Yes,2,7842,0.42,Yes
Delice Cake Lanka,Wedding Cakes,Matara,Budget,18200,2.8,2,38,7.0,Yes,1,447,0.09,No
Pearls & Lace Boutique,Attire & Beauty,Hambantota,Budget,41000,3.7,16,250,19.5,No,3,3540,0.36,Yes
Siyara Cake Creations,Wedding Cakes,Ratnapura,Premium,201400,3.7,16,240,0.9,Yes,3,78953,0.32,Yes
Milestone Photography,Photographers,Gampaha,Premium,319400,4.9,9,99,2.2,Yes,6,39505,0.51,Yes
Golden Hour Lanka,Photographers,Badulla,Premium,260300,4.0,18,350,0.6,Yes,6,40663,0.29,Yes
Rolls Lanka Motors,Wedding Cars,Galle,Mid-Range,59100,4.3,8,72,18.6,No,3,3289,0.35,Yes
Thisara Catering,Catering,Kalutara,Mid-Range,393000,4.0,7,147,12.6,Yes,3,20703,0.43,Yes
Ama Bridal Studio,Attire & Beauty,Kandy,Budget,48000,3.2,9,90,7.9,Yes,3,8843,0.24,Yes
Sunil Perera Entertainment,Entertainment,Negombo,Mid-Range,65200,3.6,16,160,20.0,Yes,2,39203,0.25,Yes
Nisha Bridal Collections,Attire & Beauty,Gampaha,Mid-Range,85100,5.0,9,90,3.3,No,4,38849,0.52,Yes
Patisserie Ceylon,Wedding Cakes,Kalutara,Mid-Range,25500,3.6,15,225,12.8,Yes,2,16573,0.25,Yes
Dilini Makeup & Bridal,Attire & Beauty,Gampaha,Mid-Range,113900,4.2,7,91,13.7,Yes,3,16904,0.36,Yes
Shutter & Soul Photography,Photographers,Badulla,Mid-Range,73500,4.2,15,225,3.2,Yes,2,10317,0.37,Yes
Groove Island Band,Entertainment,Negombo,Budget,29200,4.1,10,120,2.9,No,3,3673,0.42,Yes
Sachith Photography,Photographers,Puttalam,Mid-Range,167500,4.5,11,198,2.8,Yes,2,6936,0.48,Yes
Nelum Decorators,Decorators,Matara,Premium,688200,3.8,3,75,2.3,Yes,3,68000,0.37,Yes
Celebration Sounds Lanka,Entertainment,Colombo,Premium,372000,4.2,16,240,2.9,Yes,5,35439,0.4,Yes
Frame Perfect Lanka,Photographers,Kurunegala,Budget,58100,3.8,2,20,16.5,No,2,4584,0.33,No
Crafted With Love Lanka,Wedding Invitations,Colombo,Budget,14800,3.6,18,250,34.3,Yes,2,4086,0.3,Yes
Vision Studio Lanka,Photographers,Gampaha,Mid-Range,127900,3.6,13,104,22.1,No,4,24102,0.29,No
Elegance Print Lanka,Wedding Invitations,Jaffna,Mid-Range,37300,3.8,12,156,14.6,Yes,4,2595,0.3,Yes
Eternity Shots,Photographers,Kandy,Budget,40100,3.4,13,250,17.6,No,3,12127,0.19,No
Suranga Bridal House,Attire & Beauty,Colombo,Mid-Range,100200,3.3,3,48,10.2,Yes,4,2573,0.17,Yes
Savoy Car Services,Wedding Cars,Gampaha,Budget,16000,3.4,17,250,19.1,No,3,9572,0.3,No
The Pavilion Lanka,Venues,Colombo,Premium,1222000,4.5,5,55,6.5,Yes,6,43853,0.51,Yes
Lakshika Bridal Atelier,Attire & Beauty,Kalutara,Mid-Range,59200,4.2,4,88,10.2,No,5,8046,0.36,No
Elegant Touch Decor,Decorators,Puttalam,Mid-Range,160200,4.2,10,90,7.1,Yes,4,11220,0.47,No
Rustic Charm Invites,Wedding Invitations,Matara,Premium,118300,3.9,11,110,3.9,Yes,3,29723,0.3,Yes
Pulse Entertainment,Entertainment,Matara,Premium,319100,3.7,11,231,1.9,Yes,5,63708,0.27,Yes
Whisk & Frost Lanka,Wedding Cakes,Gampaha,Budget,19300,3.6,4,80,24.0,Yes,3,6751,0.34,Yes
Royal Melodies Lanka,Entertainment,Colombo,Premium,360700,4.1,15,350,8.1,Yes,4,74510,0.38,Yes
Amara Banquet Hall,Venues,Gampaha,Premium,1532700,4.5,12,216,4.1,Yes,5,69026,0.44,Yes
Dimuth Photography,Photographers,Kandy,Mid-Range,174500,4.7,3,57,12.3,Yes,2,19155,0.46,Yes
Alegria Entertainment,Entertainment,Gampaha,Budget,34300,3.5,3,72,7.0,Yes,2,3546,0.22,No
Bloom Cake Studio,Wedding Cakes,Gampaha,Mid-Range,75100,3.8,2,26,9.0,Yes,5,20808,0.27,No
Amora Cake Boutique,Wedding Cakes,Colombo,Mid-Range,74300,3.5,3,60,10.3,No,2,42135,0.3,No
DJ Kasun Events,Entertainment,Kurunegala,Mid-Range,106200,3.4,3,27,22.3,No,2,4687,0.33,No
Anoma Cake House,Wedding Cakes,Negombo,Mid-Range,38600,4.5,14,154,6.8,No,5,23116,0.44,Yes
Bloom Bridal Studio,Attire & Beauty,Matara,Mid-Range,106100,2.7,16,336,22.5,No,2,17539,0.06,No
Celebration Craft Lanka,Decorators,Galle,Premium,858000,4.2,13,247,4.2,Yes,3,33682,0.45,Yes
Divya Beauty Lounge,Attire & Beauty,Polonnaruwa,Mid-Range,104300,4.5,8,112,9.2,Yes,3,20908,0.51,Yes
Candid Moments Lanka,Photographers,Negombo,Premium,252000,4.0,18,350,6.4,Yes,5,14016,0.34,Yes
Bloom Stationery Lanka,Wedding Invitations,Colombo,Premium,60300,4.3,10,180,5.3,Yes,3,23249,0.49,Yes
Infinite Lens Studio,Photographers,Ratnapura,Mid-Range,175100,3.9,18,306,22.1,Yes,4,9252,0.37,Yes
Island Beats Lanka,Entertainment,Kalutara,Mid-Range,135300,4.2,18,180,8.5,Yes,2,9511,0.43,Yes
Ravindu Photography,Photographers,Ratnapura,Premium,312900,4.9,13,195,7.2,Yes,5,37197,0.45,Yes
Glow Events Decor,Decorators,Batticaloa,Premium,484200,4.1,16,160,6.1,Yes,5,50346,0.32,Yes
Petal & Vine Decorators,Decorators,Gampaha,Mid-Range,245600,3.5,2,16,6.0,Yes,3,6379,0.28,No
Soundwave Entertainment,Entertainment,Kandy,Premium,204400,4.0,13,260,2.9,Yes,5,73582,0.37,No
Pearl Paper Studio,Wedding Invitations,Negombo,Mid-Range,29500,4.9,12,276,1.2,No,3,21916,0.5,Yes
Script & Seal Lanka,Wedding Invitations,Kandy,Premium,114500,5.0,2,22,7.5,Yes,6,100000,0.52,Yes
Nalin Visual Arts,Photographers,Ratnapura,Mid-Range,103700,4.0,11,154,4.4,Yes,2,13203,0.42,Yes
Hasini Bridal Fashion,Attire & Beauty,Colombo,Mid-Range,51500,4.2,2,30,14.5,Yes,5,7606,0.42,No
Grand Ceylon Venue,Venues,Colombo,Mid-Range,299300,3.6,4,80,12.1,Yes,5,16564,0.34,No
Premier Events Lanka,Entertainment,Colombo,Mid-Range,104300,4.4,4,56,19.5,No,2,2952,0.38,Yes
Forever Ink Invitations,Wedding Invitations,Gampaha,Premium,123200,4.2,6,120,6.3,Yes,6,100000,0.37,Yes
Crystal Clear Photography,Photographers,Gampaha,Mid-Range,146800,3.6,18,252,20.4,Yes,3,36715,0.35,Yes
Euphoria Band Lanka,Entertainment,Kalutara,Premium,153400,4.4,17,170,1.9,Yes,4,49666,0.48,Yes
Gala Events Sri Lanka,Entertainment,Nuwara Eliya,Premium,311100,4.2,14,168,0.6,Yes,4,20017,0.43,Yes
Chaminda Lens Studio,Photographers,Colombo,Mid-Range,168100,4.0,3,45,4.9,Yes,3,10592,0.36,Yes
Spice Garden Catering,Catering,Negombo,Mid-Range,266800,3.9,10,100,21.4,Yes,3,24267,0.27,Yes
True Story Photography,Photographers,Hambantota,Mid-Range,175200,4.1,8,144,22.1,No,5,17645,0.46,Yes
Royal Elegance Decor,Decorators,Colombo,Mid-Range,96900,4.1,5,75,1.5,No,5,10408,0.41,Yes
Regal Feast Catering,Catering,Kalutara,Premium,696600,5.0,7,133,4.1,No,6,70001,0.5,Yes
Sunrise Print Lanka,Wedding Invitations,Trincomalee,Mid-Range,45800,4.3,4,96,14.5,Yes,3,21136,0.47,Yes
Lace & Letter Lanka,Wedding Invitations,Colombo,Premium,108900,4.1,17,350,0.9,Yes,4,39900,0.43,No
Kavisha Beauty Studio,Attire & Beauty,Vavuniya,Premium,370700,4.5,4,100,4.6,No,6,12928,0.52,Yes
Sweet Layers Lanka,Wedding Cakes,Negombo,Premium,128500,4.1,11,110,5.5,Yes,4,100000,0.31,Yes
Fiesta Entertainment Lanka,Entertainment,Kurunegala,Premium,228600,4.3,8,72,0.5,Yes,4,21376,0.34,No
Bridal Wheels Lanka,Wedding Cars,Gampaha,Budget,18700,2.7,12,180,16.6,Yes,2,11789,0.1,No
Sugar & Spice Cakes Lanka,Wedding Cakes,Colombo,Mid-Range,51900,3.4,17,374,19.6,Yes,2,32048,0.19,Yes
Ivory & Gold Decorators,Decorators,Gampaha,Budget,55500,3.5,10,200,9.8,No,2,692,0.34,Yes
Diamond Drive Lanka,Wedding Cars,Kalutara,Budget,14600,2.6,12,96,5.3,Yes,3,6271,0.11,No
Noble Fleet Lanka,Wedding Cars,Colombo,Premium,113800,4.4,18,180,7.0,Yes,4,25461,0.42,Yes
Cloud Nine Cakes,Wedding Cakes,Matale,Mid-Range,50700,3.7,1,8,3.8,No,2,2896,0.32,No
Kaushi Cake Studio,Wedding Cakes,Gampaha,Mid-Range,46800,3.9,7,126,7.6,Yes,3,9521,0.32,Yes
Regal Print Studio,Wedding Invitations,Gampaha,Budget,13300,3.8,8,72,19.8,Yes,2,5405,0.24,Yes
Amara Frames Lanka,Photographers,Negombo,Budget,31000,4.0,18,250,30.0,Yes,1,12112,0.33,Yes
Nimasha Decor Studio,Decorators,Matara,Mid-Range,140400,4.1,18,414,21.3,Yes,3,9185,0.43,Yes
Dulari Bridal World,Attire & Beauty,Gampaha,Premium,380100,4.0,15,150,1.7,No,4,34119,0.4,No
Glimpse Photography,Photographers,Matara,Premium,390100,4.6,3,27,1.4,Yes,4,17514,0.48,Yes
The Grand Pavilion Lanka,Venues,Kalutara,Mid-Range,227000,4.5,16,384,20.0,Yes,5,15685,0.55,Yes
Nirosha Band Lanka,Entertainment,Gampaha,Mid-Range,128400,4.1,12,204,3.1,Yes,4,29186,0.41,Yes
Vibrance Entertainment,Entertainment,Anuradhapura,Budget,24800,2.3,11,110,5.7,No,1,6900,0.01,No
Crystal Ballroom Lanka,Venues,Kandy,Budget,61500,2.7,10,190,34.5,Yes,2,12089,0.12,No
Seyli Bridal Couture,Attire & Beauty,Trincomalee,Premium,172200,4.5,3,39,1.8,Yes,5,6359,0.41,Yes
Sandya Decorators,Decorators,Matara,Budget,72400,3.2,15,225,2.1,No,3,7719,0.23,Yes
Lakshmi Catering House,Catering,Gampaha,Mid-Range,403200,5.0,8,128,16.5,Yes,4,29365,0.48,Yes
Golden Spoon Catering,Catering,Polonnaruwa,Premium,549900,4.1,8,200,8.3,Yes,3,6543,0.44,Yes
Royal Kitchen Catering,Catering,Kandy,Mid-Range,332000,3.9,12,156,4.6,Yes,5,32358,0.36,Yes
Savor Lanka Catering,Catering,Jaffna,Mid-Range,492600,4.3,10,220,22.0,Yes,3,14805,0.34,Yes
Glam Lanka Bridal Studio,Attire & Beauty,Negombo,Mid-Range,54200,2.7,17,391,9.9,Yes,4,6922,0.13,No
Velvet Crumb Cakes,Wedding Cakes,Batticaloa,Mid-Range,26800,4.3,3,57,6.9,No,4,14862,0.34,No
Regal Capture Lanka,Photographers,Ratnapura,Budget,59900,3.3,12,216,21.1,Yes,3,6861,0.17,No
Nimasha Bridal Studio,Attire & Beauty,Colombo,Budget,44100,2.7,18,250,9.1,Yes,3,6292,0.08,No
Suresh Visual Studio,Photographers,Negombo,Budget,30900,3.2,11,220,20.3,Yes,2,8319,0.28,Yes
Malki Beauty Lounge,Attire & Beauty,Matara,Premium,179400,4.8,7,175,3.6,Yes,6,27413,0.54,Yes
Araliya Catering,Catering,Ampara,Mid-Range,269600,4.0,6,114,10.6,Yes,2,5601,0.35,No
Maestro Events Lanka,Entertainment,Gampaha,Budget,46100,1.9,11,143,10.1,No,2,2310,0.05,Yes
Silver Note Band,Entertainment,Kandy,Mid-Range,121400,4.1,4,76,16.6,Yes,3,13064,0.37,Yes
Chauffeur Lanka,Wedding Cars,Kalutara,Mid-Range,22500,3.6,11,198,15.7,No,3,15308,0.32,Yes
Sudu Nelum Catering,Catering,Negombo,Premium,927200,4.4,4,100,3.0,Yes,4,100000,0.5,Yes
Island Sweet Creations,Wedding Cakes,Badulla,Premium,190600,3.8,13,286,5.0,Yes,4,39975,0.31,Yes
Kadamba Entertainment,Entertainment,Kegalle,Mid-Range,146300,4.5,11,176,13.8,Yes,5,15369,0.41,No
Tempo Lanka Band,Entertainment,Colombo,Budget,37800,4.0,6,66,15.2,No,1,11754,0.31,No
Vibe Events Lanka,Entertainment,Monaragala,Premium,286100,4.5,14,210,6.6,Yes,3,34991,0.48,Yes
Islandwide Entertainment,Entertainment,Kalutara,Budget,38400,3.3,9,198,17.0,No,3,6717,0.25,No
Anusha Bridal Collections,Attire & Beauty,Galle,Mid-Range,66000,4.4,18,450,19.6,No,4,6030,0.43,Yes
Heritage Catering Lanka,Catering,Colombo,Premium,806000,4.5,16,320,1.8,Yes,3,93985,0.43,Yes
Golden Drape Atelier,Attire & Beauty,Galle,Mid-Range,121100,3.8,2,22,5.0,No,3,19709,0.34,No
Dawn Light Photography,Photographers,Colombo,Mid-Range,145900,3.8,18,396,23.5,Yes,4,30562,0.25,Yes
Classy Auto Weddings,Wedding Cars,Gampaha,Premium,83000,4.4,15,345,4.1,Yes,6,59963,0.38,Yes
Regal Tier Cakes,Wedding Cakes,Kurunegala,Mid-Range,55600,4.8,8,88,14.4,No,3,19497,0.51,Yes
Lotus Garden Venue,Venues,Kalutara,Mid-Range,460100,3.7,12,96,15.0,Yes,4,7070,0.38,Yes
Fusion Beats Lanka,Entertainment,Kurunegala,Mid-Range,150000,3.7,9,171,4.5,Yes,2,20190,0.35,Yes
Regal Bridal Lanka,Attire & Beauty,Batticaloa,Mid-Range,140900,4.3,14,350,5.8,Yes,5,5296,0.41,Yes
Lush Floral Decor,Decorators,Gampaha,Premium,386900,4.1,16,320,5.9,Yes,4,48064,0.37,Yes
Chamindi Cake House,Wedding Cakes,Kandy,Premium,109600,3.9,17,204,2.4,Yes,5,19278,0.34,Yes
Danidu Catering,Catering,Matara,Budget,199200,2.8,16,250,23.7,No,1,7259,0.08,No
Pearl Hall Colombo,Venues,Colombo,Mid-Range,481400,4.6,18,198,5.4,Yes,4,21975,0.4,No
Imara Lens Works,Photographers,Gampaha,Budget,31900,2.9,14,112,13.0,No,1,2908,0.15,No
Prasanna Catering Services,Catering,Galle,Premium,600600,4.2,4,48,4.1,Yes,5,45820,0.44,Yes
Pearl Catering,Catering,Kandy,Budget,103000,2.5,13,234,12.8,Yes,2,5992,0.09,No
Sandali Beauty Studio,Attire & Beauty,Gampaha,Mid-Range,113000,3.9,7,105,20.9,Yes,2,9407,0.31,No
Serenity Resort Venue,Venues,Kalutara,Mid-Range,387100,3.7,12,216,14.4,Yes,3,1598,0.27,No
Shanth Entertainment,Entertainment,Anuradhapura,Budget,47300,3.3,5,75,15.1,No,2,4021,0.27,No
Amoda Catering,Catering,Gampaha,Premium,781400,4.1,13,325,1.1,Yes,3,100000,0.35,No
Sandun Photography,Photographers,Ratnapura,Premium,260500,4.3,5,50,5.6,No,5,38833,0.4,Yes
Vivid Moments Lanka,Photographers,Gampaha,Premium,336500,4.2,14,182,1.0,Yes,6,100000,0.42,Yes
Moments by Kasun,Photographers,Galle,Premium,354200,4.3,15,300,0.5,Yes,5,30491,0.43,Yes
Emerald Garden Lanka,Venues,Nuwara Eliya,Budget,132100,3.0,14,250,22.5,No,3,5222,0.19,No
Nayana Catering,Catering,Gampaha,Mid-Range,428200,3.6,12,180,2.4,Yes,4,14789,0.29,Yes
